file_name,text,true_class,predicted_class
2851582.txt,BioStat by LemnaTec The program supplies test protocols for a growing number of standardised bio-tests such as growth inhibition. Free trial download. ,Math,Math
2847326.txt,"Junker, Markus University of Freiburg - Model theory. ",Math,Math
2881464.txt,"U.S. NRC - Radioactive Waste Information from the U.S. Nuclear Regulatory Commission (NRC) about types of regulated waste and activities, responsibilities and related information. ",Technology,Environment
2789078.txt,"Welcome to Astrim Deep sky images, including color pictures, by Chris Deforeit. ",Astronomy,Astronomy
2795549.txt,"Operation Oceanica Organization concerned with the conservation of the ocean ecosystem including mounting campaigns on pollution, over exploitation, coastal development, climate change and habitat destruction. ",Biology,Environment
2836763.txt,"PAMS Foundation Not-for-profit organization that provides support for natural resource management in Africa. Includes information on the organization, its projects, partnerships and publications. ",Environment,Biology
2825775.txt,WÃÂ¼rthner Group Dye assemblies and materials: supramolecular dye chemistry and electrooptic materials. ,Chemistry,Chemistry
2791466.txt,Yukon Aurora Forecast Predictions updated every 15 minutes for the Yukon-Alaska area. ,Astronomy,Astronomy
in_Society_2857505.txt,"Keystone Center, Colorado Science and Public Policy Program and Science School. ",Science,Science
2790446.txt,"Mallee Sky Introduction, the story, the facility, construction photos, general photos, map, and links. ",Astronomy,Astronomy
in_Society_2858020.txt,April Fools' Special: History's Hoaxes National Geographic News has compiled a listing of some of the greatest hoaxes in history. ,Science,Science
2849138.txt,Strategic Management Science Inc. Helping management use MS/OR to create a sustainable competitive advantage. They also publish a monthly e-newsletter. ,Math,Agriculture
2849429.txt,Applied Probability Journals Journal of Applied Probability and Advances in Applied Probability. Applied Probability Trust. Contents from 1995. ,Math,Math
2843703.txt,Hilbert C*-Modules Home Page Bibliographies on Hilbert C*-module theory. ,Math,Math
2885333.txt,Production Software Specialise in mission-critical applications for production and offer complete support processes. ,Technology,Agriculture
in_Society_2857740.txt,"B. J. Gerlitz Forensic Consulting Inc. Offering services for civil and criminal litigation, primarily involving alcohol consumption, available from Edmonton, Canada. ",Science,Science
2856162.txt,Introduction to Gauge Theories These lectures present an elementary introduction to quantum gauge fields. ,Physics,Physics
Sciences_2865586.txt,"Cynicus Economicus An economics blog that reviews the dramatic changes in the world economy. Focuses on the UK, the US, and China's economic growth. ",Social,Social
2849034.txt,"Kaiser, Gerald Harmonic analysis, Partial Differential Equations, wavelets, physics-based signal and image processing. ",Math,Physics
2846725.txt,"(Hungary) EÃÂ¶tvÃÂ¶s LorÃÂ¡nd University, Budapest History, members, events. ",Math,Math
2785276.txt,"Kenaf Paper: An Ecological Alternative written by the Forest Friendly Paper Campaign, this site discusses on how kenaf is identified as the best non-wood paper alternative. ",Agriculture,Technology
2822646.txt,"Mass Spectrometry Society of Japan Site in English. Contains member information, links, and employment opportunities. ",Chemistry,Chemistry
2839277.txt,"Pollution Control Systems Inc. Designs, engineers, and builds cost effective and efficient wastewater treatment systems. ",Environment,Environment
2812420.txt,Birdsfoot Trefoil: Lotus corniculatus Several photographs of this plant. ,Biology,Biology
2789710.txt,Encyclopaedia Britannica - Sundials and Shadow Clocks Animations of some of the historical stages of the development of sundials. ,Astronomy,Technology
2791247.txt,Venus Details on this planet. ,Astronomy,Astronomy
2843699.txt,"Banach Algebra Resources Links of interest in Banach algebras and related areas (operator theory, abstract harmonic analysis, C*-algebras, and operator spaces). Maintained by Volker Runde. ",Math,Math
2879117.txt,"Hoosac Tunnel Completed in 1875, the first tunnel in the US to use compressed air for drilling. Includes specifications, contemporary articles, and photographs. ",Technology,Technology
2786915.txt,IPM Institute of North America Independent non-profit organization formed in 1998 to foster recognition and rewards in the marketplace for goods and service providers who practice integrated pest management ,Agriculture,Agriculture
2784280.txt,Keeping Chickens at Home Blog Personal journal with pictures and video showing beginners how to keep chickens at home. ,Agriculture,Physics
2799618.txt,"Gadwall (Anas strepera) Details about this species' reproduction, ecology, and behavior. Includes a photo. ",Biology,Biology
2785281.txt,"Kenaf: An Emerging New Crop Industry Information on kenaf history, cultivations, resources This report describes an on-going adventure with a new crop called kenaf, Hibiscus cannabinus L, a new annual fiber crop with a range of product applications. ",Agriculture,Agriculture
and_Supplies_2840277.txt,"Innovadyne Technologies, Inc. Non-contact high-precision liquid-handling instruments that enable miniaturized screening assays, bead and cell-based assays, protein crystallization screens, and low-volume genomic amplification protocols. ",Instruments,Instruments
2801301.txt,"Scomberomorus regalis: Cero Photograph and information on this species, including its taxonomy, description, habitat, distribution, life history, population biology, physical tolerances, community ecology and its importance in the fisheries round Florida. ",Biology,Biology
2803838.txt,"Cyrtopleura costata: Angelwing Clam Photographs and information on this species, including its taxonomy, description, habitat, distribution, life history, population biology, physical tolerances, community ecology and special status. ",Biology,Biology
2814393.txt,Bougainvillea spectabilis image ,Biology,Biology
2822455.txt,"Department of Chemistry and Biomolecular Sciences, Macquarie University Research, staff, facilities, undergraduate and postgraduate programs, and news. ",Chemistry,Chemistry
2854009.txt,"Camera Flash Coil Gun A coilgun created entirely from a disposable camera, computer monitor, and miscellaneous scraps. ",Physics,Astronomy
in_Society_2857785.txt,Academe: Scientific Misconduct Professor shares insights about conduct and misconduct in science. ,Science,Science
2823098.txt,"Academy Savant Windows software and online learning for training in HPLC, GC, MS, GC-MS, LC-MS, IR, UV, NMR. Downloadable demos, pricing and ordering information available from Fullerton, California. ",Chemistry,Chemistry
2834644.txt,"Florida Invasive Species Partnership Aims to promote partnership efforts, such as Cooperative Weed Management Areas, to encourage collaborative efforts on a statewide, regional and local level. ",Environment,Environment
2786408.txt,"Ohio State University PlantFacts Exhaustive search engine covering academic web sites on horticulture and gardening, including turfgrasses, perennial and annual herbaceous plants, and woody plants. Plant problems can be solved by amateurs and professionals. ",Agriculture,Agriculture
2855694.txt,Division of Plasma Physics American Physical Society Division of Plasma Physics. List of upcoming DPP annual meetings as well as other useful information. ,Physics,Physics
and_Supplies_2841442.txt,Liquid Logic Dispensers Automated dispensing of hazardous liquids such as acids and solvents. ,Instruments,Instruments
Sciences_2876269.txt,"Clark Atlanta University: Environmental Justice Resource Center Features resources, news, events, links and contact information. Located in Atlanta, GA, U.S.A. ",Social,Social
2839582.txt,"Bristol International Corp. Specializes in centrifuge and filtration systems for liquid solid separation, coolant recycling, oily wastewater treatment, waste oil recycling, metal working fluids, new and reconditioned basket centrifuges, ultra-filtration, nano-filtration and micro filtration systems. ",Environment,Environment
